amount,account_age,failed_logins,location_risk,device_trust,fraud
64274,18,4,19,11,0
26260,17,15,40,1,1
17733,98,14,81,42,0
94980,39,11,19,21,1
17114,71,8,5,25,0
80632,106,13,56,32,1
49204,54,15,41,23,1
41721,117,10,24,68,0
77331,99,5,40,20,0
68488,94,9,40,45,0
16114,76,7,2,17,0
92678,35,15,42,4,1
33855,11,2,45,7,0
40490,61,1,56,84,1
23811,44,15,82,56,0
91758,68,18,73,4,1
58093,25,8,50,12,0
74796,48,15,4,82,1
27313,32,3,85,92,0
57884,84,9,72,65,0
7521,114,18,96,36,1
87036,95,12,14,89,1
99173,4,17,87,28,1
17827,118,14,93,68,1
4458,38,3,99,31,0
65208,117,8,38,47,0
94118,63,3,69,1,1
32217,47,15,78,68,1
88800,1,14,37,96,1
32010,3,1,38,50,1
98132,101,13,51,34,1
55854,86,2,85,82,0
62538,62,3,2,14,0
29471,64,0,28,98,0
51601,17,8,92,71,0
61046,78,16,30,64,1
38567,105,13,65,37,1
17725,62,16,98,85,1
33993,35,0,44,16,0
76429,13,9,72,79,1
31107,35,15,21,44,1
91402,43,18,82,0,1
39632,2,2,9,2,0
54353,56,11,20,69,1
12423,111,2,16,51,0
73479,77,14,66,52,1
14310,51,16,6,2,1
16556,54,17,35,93,0
31467,16,6,66,46,0
54724,18,18,76,74,1
10206,7,6,29,90,0
68108,45,4,86,85,0
72340,36,7,70,5,1
64415,41,15,93,45,1
69349,94,15,28,94,1
70687,42,18,71,60,1
10856,105,14,73,42,1
68111,7,6,32,55,1
36478,15,4,58,69,0
4355,60,10,19,19,0
14584,40,9,92,46,0
56649,83,8,28,53,0
34603,107,0,52,40,0
73894,37,19,84,74,1
45213,66,0,0,65,0
74169,106,7,33,30,0
98217,112,2,43,63,0
5349,55,1,95,89,1
19301,77,3,13,90,0
58676,104,18,36,57,1
9786,105,10,34,54,0
53463,107,4,58,45,0
97643,107,9,23,94,0
761,119,7,64,23,0
44943,95,12,5,76,1
95773,80,4,67,88,0
61063,106,11,37,36,0
42928,56,12,0,40,1
48704,44,7,40,24,1
10626,57,14,30,28,1
69010,6,12,35,30,0
25692,92,0,72,1,1
29082,32,5,53,11,0
307,108,10,86,4,1
88833,74,12,30,60,1
99036,114,19,28,90,1
68719,18,0,84,55,0
29428,68,10,2,97,0
46579,73,10,57,77,0
20203,7,7,89,70,0
39991,114,2,60,36,0
10854,8,18,5,35,1
81537,64,11,19,73,1
98640,107,5,60,28,0
73082,7,7,45,79,0
56022,41,4,12,37,0
48331,40,9,22,84,0
29401,3,15,78,40,1
91752,17,11,30,32,1
62811,66,16,3,92,1
41423,79,5,74,80,0
18852,110,8,65,12,1
98012,93,9,15,5,0
82305,114,19,30,65,1
98552,112,13,47,7,1
13495,52,13,42,63,1
86057,22,16,3,95,1
56373,4,15,61,99,1
91978,116,3,47,8,1
4995,6,1,27,22,0
76659,38,15,15,70,1
10799,26,0,88,94,0
65161,11,2,76,20,0
9815,90,10,68,0,1
19269,17,15,29,45,1
16263,88,17,64,61,1
5882,92,14,68,1,1
88277,99,8,13,74,0
84428,31,11,74,81,1
35685,77,17,33,43,1
30782,118,4,55,87,0
47964,35,7,28,82,0
84516,16,2,81,4,1
55214,79,1,78,92,0
38167,107,18,24,38,1
42785,18,7,93,65,0
18173,111,1,65,80,0
36135,101,18,39,44,1
65077,112,0,90,74,0
90473,62,12,14,12,1
83462,112,19,31,92,1
90617,113,16,19,31,1
65550,105,2,52,42,0
10482,27,8,77,7,1
4537,119,4,90,73,0
71071,35,5,66,88,0
64712,116,3,48,58,0
90455,45,16,66,10,1
62029,118,15,76,27,1
97618,35,15,88,96,1
98964,28,10,81,38,1
12429,103,1,0,25,0
25269,102,16,38,71,0
87568,9,14,60,25,1
34694,76,17,54,31,1
77057,15,9,68,45,0
60731,21,5,1,27,0
45133,52,15,93,6,1
63233,35,4,16,34,0
73265,106,11,28,65,1
73961,97,5,3,21,1
52390,51,13,72,21,1
94131,83,15,63,2,1
31850,55,6,84,45,0
95255,87,1,42,49,0
40561,77,5,75,7,1
73900,44,8,11,3,0
78322,65,6,49,14,0
24326,115,1,67,43,0
6821,93,18,60,38,1
56254,88,7,91,75,0
20709,80,10,72,28,0
52230,25,3,50,72,0
73009,119,15,95,61,1
55349,87,17,76,83,1
48995,92,12,97,33,1
94573,47,4,82,25,1
5756,80,1,77,84,0
74620,107,10,4,86,0
63840,56,0,90,17,1
64409,38,12,27,62,1
30084,11,4,89,51,0
73922,67,17,9,53,0
6001,15,13,87,87,1
31652,1,12,80,41,1
91345,7,6,51,92,0
31155,1,7,79,53,1
37785,49,17,16,51,1
74065,96,6,64,12,1
14816,73,19,20,31,1
11238,29,16,53,82,1
35398,26,15,48,80,1
51212,87,10,21,65,0
23529,45,18,68,81,1
50300,107,0,63,57,0
71408,93,7,35,38,0
48344,116,0,20,26,0
17447,102,8,55,77,0
17020,97,18,72,53,1
31922,71,8,90,78,1
46759,12,9,47,71,1
40208,95,10,75,72,0
89199,32,0,17,84,1
8067,118,19,98,42,1
11971,20,7,14,98,0
94399,119,19,43,51,1
77552,51,11,93,13,1
74370,81,0,44,90,0
33713,36,9,96,7,1
28279,67,3,35,34,0
52288,1,14,39,17,1
55199,114,18,50,54,1
35362,27,5,29,77,0
78313,117,4,25,51,1
18368,111,4,84,71,0
77966,40,17,30,48,1
86369,97,2,55,7,0
60645,84,1,60,36,0
92922,14,3,16,65,0
72246,100,17,80,80,1
72066,69,8,97,76,1
40022,87,18,23,77,1
79464,109,9,96,40,0
43013,79,14,3,72,0
97133,6,0,8,26,0
55777,33,10,1,19,0
49941,55,13,34,37,1
46432,19,9,37,11,1
92162,77,18,44,41,1
95794,29,15,14,85,1
25132,61,7,41,49,0
37946,70,1,2,30,0
59574,79,6,30,76,0
45036,80,18,51,64,1
29894,24,6,40,52,0
61688,23,14,56,39,0
71084,112,7,41,72,1
50431,10,13,52,38,1
94497,54,0,55,9,1
28241,105,12,86,28,1
9174,41,2,75,39,0
6506,49,5,71,29,1
97459,17,18,52,1,1
23391,113,14,84,81,1
41668,56,3,84,27,0
97639,108,2,31,46,0
46951,45,3,80,31,0
54923,30,4,53,87,0
23412,44,17,36,77,1
43208,110,9,87,88,0
67018,74,7,7,88,0
34271,55,11,81,31,1
41879,19,2,10,26,0
68928,29,17,53,53,1
98823,2,7,59,95,0
12511,36,0,9,55,0
57109,19,13,89,30,0
15522,7,12,69,23,1
42568,26,11,80,34,1
32471,79,2,86,29,1
57122,111,17,41,96,1
71329,38,12,36,54,1
99171,3,14,91,63,1
51296,102,9,79,32,0
80454,80,0,75,45,1
96874,66,5,57,90,1
96510,95,8,84,96,0
26815,92,9,58,32,1
27705,71,14,23,67,1
99953,94,8,27,63,0
31274,43,13,36,29,1
10056,62,10,20,78,0
76473,71,6,32,28,0
69352,100,1,1,61,1
62049,93,13,82,91,1
62746,24,5,27,95,0
70117,116,4,14,99,0
63137,39,4,0,29,0
89918,68,18,27,11,1
6648,93,18,49,66,1
73394,44,5,34,14,0
23277,5,9,95,9,1
24122,55,13,27,85,1
5642,93,16,8,60,1
91112,30,2,23,22,0
96420,29,0,62,10,1
60528,26,9,3,15,0
22840,83,2,55,48,0
59453,26,4,40,79,1
90453,37,18,66,13,1
56632,91,9,47,5,1
16152,94,15,85,41,0
47176,115,0,57,16,0
53520,53,5,38,94,0
771,30,8,24,41,0
263,3,4,59,9,0
41524,43,13,85,45,0
53844,7,9,46,83,1
70431,49,1,97,48,1
10734,73,4,60,8,0
4898,117,0,83,78,0
22520,41,9,99,38,0
29400,106,8,26,1,0
89981,77,2,95,67,1
10849,79,14,41,51,1
25221,54,3,51,87,0
37587,69,12,92,81,1
94047,93,5,47,10,0
33461,99,19,31,36,1
21323,91,16,23,89,1
73030,27,4,2,71,0
14156,8,14,26,21,1
28480,32,7,72,51,0
26135,84,4,39,4,0
30720,64,12,22,1,1
19977,10,0,6,4,1
55416,13,0,80,98,0
64141,63,6,36,31,0
53452,93,4,6,18,0
31011,35,13,93,3,1
32884,61,14,76,86,1
3291,54,16,81,45,1
33260,8,17,94,82,1
90636,29,6,21,25,0
64741,95,17,77,49,1
49823,41,18,81,25,1
3731,30,19,98,70,1
6272,86,6,16,31,0
42180,21,7,18,96,0
89197,76,12,94,43,1
90453,11,17,38,25,1
20381,2,10,35,60,1
28771,50,8,14,87,0
51531,41,0,62,50,0
91000,66,7,28,58,1
93061,98,11,59,86,1
28702,3,1,55,37,0
88889,80,14,39,25,1
51499,51,17,15,44,1
23572,68,16,32,30,1
49330,87,14,88,69,1
73716,114,19,15,44,0
7199,84,19,29,30,1
25531,25,8,97,60,0
56592,30,2,65,47,0
96822,82,19,43,44,1
47784,106,18,37,59,1
30211,11,17,50,60,1
64036,93,19,59,51,0
22714,17,7,17,51,0
92360,26,0,4,75,0
42091,23,14,39,80,1
70576,56,18,5,61,1
61020,52,9,75,25,0
94394,48,11,11,66,1
63630,20,5,11,78,0
36324,109,12,72,48,1
7888,2,3,21,87,0
28182,88,12,48,93,1
89670,31,16,49,43,1
76916,27,0,79,35,1
83688,2,4,3,52,0
16631,78,16,49,43,1
88440,4,17,2,90,1
94539,113,6,15,21,1
44957,13,15,13,1,1
10242,100,7,63,6,1
48455,35,11,40,15,1
9966,108,13,67,87,1
70167,118,18,58,93,1
64127,119,10,1,43,0
58006,72,11,9,64,1
28238,66,12,74,90,1
92701,6,7,89,72,1
30056,31,0,25,70,0
76395,118,8,3,68,0
5539,10,1,89,60,1
47341,108,13,27,29,1
42633,21,12,1,41,1
28370,106,15,65,90,1
78915,74,1,15,73,0
39379,23,3,56,24,0
23988,3,11,22,81,1
17730,32,15,22,70,1
61163,20,9,76,56,1
35244,74,2,20,94,0
52261,29,3,24,31,0
96818,105,5,57,49,0
91174,52,4,36,74,0
77460,115,17,48,9,1
51079,46,2,76,21,0
97761,34,9,14,94,0
7079,101,10,27,40,0
26289,84,18,66,46,1
42700,61,13,86,13,1
59660,72,10,3,2,0
78140,71,3,46,87,0
61658,70,5,49,77,0
86305,11,16,59,52,1
7010,108,18,61,15,1
57813,82,12,66,60,1
46957,115,9,71,27,0
35064,106,10,42,34,0
85767,93,5,88,1,1
25327,89,1,57,60,0
6078,63,0,51,55,0
87627,21,10,75,97,1
17253,110,15,68,54,1
59865,3,2,96,17,1
99184,82,4,45,70,0
39171,88,14,24,48,1
69619,111,14,24,41,1
9603,102,3,34,6,0
60803,10,3,60,3,0
64479,27,7,14,42,0
95557,12,6,89,79,1
57966,7,16,73,58,1
17005,17,14,87,48,1
45938,65,4,34,59,0
58379,64,12,28,5,1
89589,114,3,37,19,0
26906,26,16,68,30,1
45100,15,16,23,82,1
22268,115,13,18,21,1
70219,33,13,45,84,1
38814,62,16,48,81,1
54193,101,7,43,31,0
55519,47,1,72,46,0
49245,95,12,25,33,1
77525,35,15,24,26,1
93049,65,15,34,43,1
77911,72,5,35,29,0
2561,76,3,13,32,0
14391,118,2,55,26,0
46904,83,5,5,55,0
77071,25,3,31,22,0
93571,57,17,25,42,1
65046,32,5,14,82,0
99089,63,4,48,53,0
84180,12,8,94,94,1
61432,63,10,55,67,1
77894,77,5,36,52,0
30941,92,15,52,82,1
48858,1,18,57,39,1
76372,51,10,82,59,1
37743,70,14,77,85,1
50508,8,8,35,8,0
44050,68,18,10,94,1
56949,5,18,26,9,1
28144,89,8,1,9,1
16097,86,3,21,29,0
79851,92,9,65,9,1
98705,39,8,83,57,1
24011,23,18,16,35,1
55633,68,14,3,81,1
82666,52,18,13,43,0
94970,4,1,6,56,0
14671,47,9,78,42,1
94563,21,18,93,82,0
58041,101,16,15,22,1
58105,56,19,65,3,1
86350,105,1,18,11,0
58812,66,18,0,48,1
43641,59,16,30,23,1
23487,7,17,3,12,1
94080,49,16,90,67,1
49008,16,1,57,90,0
85557,17,18,55,71,1
13157,84,0,52,89,0
64128,87,10,88,33,0
55831,98,9,85,8,1
24958,75,4,42,9,0
48789,34,15,73,64,1
44738,33,4,96,71,0
91698,26,11,48,73,1
46586,66,3,59,53,0
20667,63,5,93,42,0
29839,87,18,93,58,1
57904,41,8,15,88,0
3854,86,11,72,94,1
27144,58,14,80,58,1
67360,98,15,98,66,0
67012,79,12,59,60,1
8806,10,6,46,37,0
8994,15,19,14,98,1
18137,42,3,62,7,1
84086,93,10,27,64,1
82042,57,7,19,4,0
51712,87,5,96,90,0
29825,17,9,62,89,0
6026,60,6,32,42,0
9596,9,6,35,59,0
56547,114,3,12,25,0
29906,36,2,61,10,1
88299,73,6,67,33,0
41421,80,3,22,1,0
65195,36,12,71,20,1
22756,48,19,12,25,1
55247,51,16,87,75,1
91496,97,6,39,72,0
49766,119,16,29,86,1
82468,95,3,93,4,1
38887,70,10,24,8,0
63046,74,2,96,49,0
21827,80,10,72,9,1
95181,68,2,25,57,1
68156,118,11,23,9,1
3181,22,0,96,77,0
34296,77,3,38,35,0
36835,80,13,88,73,0
80202,116,0,78,55,1
79678,93,13,60,61,1
25598,6,12,48,36,0
76965,26,12,40,40,1
31756,75,14,69,47,1
67795,88,16,19,21,1
38000,93,11,43,86,1
84999,3,13,15,79,1
47801,52,11,20,60,1
19133,74,17,14,74,0
10905,60,3,38,98,1
35951,63,13,41,47,1
26932,65,18,60,63,1
63537,52,12,3,83,1
14044,107,17,23,36,1
19973,90,10,2,40,0
40472,76,5,0,4,0
89564,14,8,93,99,1
15479,89,11,12,76,1
36851,72,18,53,51,1
89922,107,13,81,16,1
5210,68,14,39,89,1
54441,28,10,10,61,0
12187,71,5,41,51,0
23862,10,13,92,19,1
82717,115,2,3,96,0
9696,57,18,24,93,1
18413,100,19,99,15,1
66649,66,10,35,6,0
23805,90,16,63,93,1
67464,117,16,43,65,1
73545,50,2,39,11,0
78745,14,13,91,42,1
2123,16,6,44,39,0
59896,54,18,7,0,1
80173,43,2,84,57,1
92297,42,1,34,2,0
64529,81,16,43,7,1
61727,110,8,17,89,1
33948,22,5,46,74,0
37904,68,8,24,60,0
15479,19,4,40,84,0
59764,66,1,4,4,0
27866,39,14,63,25,1
68199,73,8,61,84,0
36160,19,18,71,72,1
94833,16,9,86,16,1
69222,54,3,2,65,0
16187,25,9,36,50,0
48968,112,7,94,46,0
23325,18,12,92,39,1
95386,23,6,40,91,0
6743,117,6,19,26,0
93159,85,3,66,39,0
36827,11,14,86,0,1
11105,39,11,39,45,1
65797,105,15,84,10,1
16129,68,5,76,38,1
14326,25,8,7,17,0
63746,63,2,4,90,0
60703,96,7,24,46,0
28831,30,6,38,73,1
69026,45,3,36,99,0
6097,90,12,4,20,1
55606,61,18,7,27,0
78329,100,6,3,0,0
49915,51,9,40,13,0
42192,98,11,59,19,1
62639,9,2,53,72,0
66177,76,11,21,44,1
21917,2,18,77,60,1
37961,102,14,18,26,1
13528,5,7,76,55,0
44034,62,11,98,51,1
10358,69,19,67,67,1
57875,52,5,32,36,1
81680,86,9,21,81,0
95047,5,1,64,30,0
5569,59,12,10,48,1
28954,68,6,15,52,0
6356,9,7,67,38,0
76356,93,15,92,9,1
34037,22,10,43,8,0
99234,27,3,87,91,1
1751,10,16,8,91,1
50388,80,15,71,12,1
84830,106,18,77,17,0
25151,106,10,78,11,1
27486,61,6,61,71,0
75154,51,12,85,86,1
16284,10,18,14,4,1
33887,6,16,5,6,1
21721,62,12,0,14,1
75664,113,11,19,66,1
78084,5,6,35,17,0
59892,70,0,1,37,0
45353,63,0,69,25,1
34151,56,19,1,37,1
49911,59,13,2,58,1
30547,63,14,6,51,1
84030,111,10,83,32,1
30354,89,8,63,20,0
84145,59,16,40,16,0
57518,51,3,53,61,0
14572,50,19,40,58,1
3571,4,18,4,1,1
95904,104,6,88,63,1
8429,48,0,81,24,0
34965,32,8,62,40,0
46950,51,12,0,18,1
54320,52,1,24,37,0
93908,99,1,80,24,1
6497,74,14,45,38,1
98009,34,16,14,3,1
35625,36,12,68,2,1
53172,70,6,16,33,0
90206,43,8,20,9,1
83920,110,11,52,26,1
84630,16,2,54,89,0
23384,59,14,86,90,1
61430,53,6,9,0,0
83469,19,0,80,43,1
25222,98,13,56,83,1
70653,89,18,64,51,1
82006,95,15,36,24,1
94888,113,9,6,73,1
62912,41,0,75,64,0
8099,81,4,39,79,0
22536,47,2,49,10,0
43063,94,16,0,67,1
2196,103,17,19,98,1
25379,54,18,30,76,1
26301,55,17,67,84,1
19815,95,15,89,14,0
29409,19,1,11,56,0
15178,62,14,21,73,1
56714,99,12,0,63,1
5205,93,12,0,10,1
94948,59,15,2,95,1
2939,65,7,75,96,0
69020,68,10,20,19,0
43719,28,7,12,99,0
42921,18,9,60,29,1
13593,26,0,12,9,0
17169,104,11,81,53,1
7631,19,8,32,57,0
37151,55,4,5,78,0
7836,119,8,24,28,0
7810,57,15,22,0,1
67255,6,17,87,57,1
14075,1,7,25,20,0
62524,8,10,3,14,0
45703,97,19,34,66,1
23352,51,18,74,32,1
80897,107,3,99,37,1
1531,85,19,24,18,1
74703,88,9,19,3,0
37581,25,12,0,75,1
92673,47,19,93,88,1
9657,55,13,67,97,1
75071,64,1,22,80,0
262,107,3,98,57,0
34842,83,6,21,69,0
19775,93,18,94,11,1
74097,117,16,61,78,1
17115,10,15,0,16,1
50157,56,12,58,0,0
32691,12,17,67,13,1
93683,33,11,18,1,1
9933,71,0,29,3,0
7996,17,14,0,65,1
33072,61,2,47,89,0
49833,10,5,18,45,0
41900,31,13,51,49,1
96144,60,5,84,59,1
5447,70,0,21,51,0
59163,17,19,49,96,1
95950,50,5,65,47,0
2743,37,7,5,38,0
40885,82,14,63,69,1
18781,62,13,20,59,1
50126,90,15,96,29,1
15992,113,19,18,85,0
47399,118,15,90,26,1
17173,80,18,36,82,1
30782,72,0,62,73,0
97898,88,3,28,54,0
96994,77,9,59,69,0
14389,29,19,91,25,1
8027,32,17,33,41,1
48430,88,1,0,66,0
66807,80,3,47,66,0
77554,11,14,88,51,1
65528,96,3,20,5,0
50701,6,15,33,9,1
77565,35,14,25,37,1
2639,33,17,35,76,1
22769,18,6,98,11,1
71068,37,14,22,45,1
20744,13,10,80,48,0
18845,74,18,46,90,1
28328,101,7,75,71,0
34621,90,0,43,62,0
97339,110,2,19,68,0
27028,81,4,26,99,0
18422,64,17,60,42,1
57814,1,11,36,93,0
87996,63,11,83,59,1
62392,89,18,51,28,1
29155,34,8,74,85,0
42991,103,10,91,77,0
82012,10,16,61,73,0
6688,84,15,65,10,1
90636,7,3,23,34,0
6404,56,9,79,22,0
7445,80,14,11,71,0
29400,37,18,15,20,1
24359,29,2,35,36,0
91106,12,4,1,27,0
88653,17,10,88,94,1
15452,48,4,61,57,0
33465,84,6,63,52,1
19546,26,5,28,27,0
2436,112,12,91,41,0
62132,83,1,73,90,0
75515,111,18,86,84,1
97952,12,10,95,72,1
98976,21,19,30,92,1
7621,42,4,82,60,0
71807,61,8,14,78,0
23581,58,5,54,32,0
18574,54,16,32,54,1
46860,34,18,80,36,0
55818,7,7,51,46,0
44729,109,6,99,35,0
45332,35,4,19,27,0
86644,15,14,72,9,1
67269,65,9,37,22,0
50769,90,15,2,91,1
78121,99,8,53,97,0
69284,25,6,65,4,1
48045,106,10,17,81,0
13240,59,8,86,5,1
83557,79,16,82,41,0
14457,86,8,6,46,0
68773,6,2,34,86,0
65733,52,7,83,27,0
77043,79,18,83,12,1
96211,88,19,82,24,1
78358,21,15,79,6,1
13024,71,6,84,65,0
69386,93,6,92,79,0
93369,96,19,59,57,1
74171,32,12,23,65,1
57426,53,2,92,35,0
90123,59,11,94,1,1
30751,69,7,38,37,0
70302,62,12,11,73,1
48877,4,19,93,13,1
17094,86,15,52,26,1
67363,18,6,63,14,1
59734,99,3,3,84,0
10900,81,11,93,11,0
37923,114,16,4,42,1
63978,114,0,15,96,0
18808,56,16,26,56,1
12919,24,1,3,85,0
75005,66,5,71,47,0
63970,13,11,47,60,1
9383,62,10,7,81,0
30673,54,10,80,43,0
78807,15,17,45,51,0
31033,69,7,43,61,0
5874,3,6,66,1,1
72155,37,13,90,92,1
11083,37,15,51,70,1
96568,101,11,33,30,1
96434,3,8,61,81,0
18233,63,19,20,72,1
15039,35,15,23,71,0
881,52,18,43,32,1
56800,87,15,40,4,0
27724,28,8,28,77,0
6923,94,12,5,57,1
18589,18,4,55,76,0
40061,116,18,13,10,1
29218,36,9,49,83,0
81916,33,6,77,22,1
22363,64,8,51,44,0
13665,26,13,87,26,1
20454,48,14,76,78,1
43051,40,12,0,93,1
91279,17,9,11,55,0
23748,40,13,23,58,1
50829,7,11,36,79,1
42071,57,18,83,39,1
18758,8,5,69,17,1
21353,117,11,75,50,1
64266,56,12,84,60,1
48663,31,7,2,22,1
26490,59,15,26,35,1
88764,58,1,52,37,0
51678,12,6,99,71,0
79125,48,11,16,55,1
32758,31,6,14,38,0
6952,108,18,38,92,1
95086,83,13,3,75,1
2651,63,8,16,81,0
72047,74,17,10,82,1
61101,39,10,11,99,0
49259,76,15,31,96,1
51807,20,18,26,68,1
33343,101,10,43,27,0
21900,48,17,42,89,1
76039,105,10,90,20,1
57928,71,3,48,61,0
7339,116,17,92,22,1
6810,54,18,72,20,1
21484,78,12,42,74,1
21138,75,3,2,15,0
40946,71,9,28,61,0
88083,29,4,84,96,1
67921,74,2,34,90,0
38091,93,15,47,64,1
79157,73,7,73,79,1
7071,100,6,86,4,1
29239,48,18,38,45,1
85545,74,13,88,63,0
77167,83,14,23,81,1
80357,56,16,19,40,1
84842,95,0,14,97,0
37811,17,5,84,43,1
6630,9,14,75,88,1
11216,109,11,17,97,0
65894,97,19,59,14,1
382,34,1,86,67,0
79573,45,4,92,50,1
1998,88,8,40,53,0
4235,9,19,99,67,1
6729,7,13,68,88,1
85220,16,17,89,76,1
89187,19,7,74,41,0
65131,103,1,10,45,0
33480,6,8,55,24,1
17171,114,6,17,66,1
20174,115,17,11,34,1
90824,11,15,15,72,1
67943,76,4,26,77,0
40001,61,14,99,21,1
11305,42,4,16,8,0
55761,13,10,84,23,0
6006,12,13,30,22,1
2691,85,18,34,60,1
63087,74,2,26,36,0
63470,20,9,86,44,0
80785,50,5,31,14,0
54500,36,2,16,56,0
25250,92,1,10,99,0
31952,88,12,0,13,1
42970,69,17,91,51,1
52856,37,1,81,83,0
56581,12,14,48,35,0
1383,99,4,40,26,0
33791,40,14,19,16,1
1225,54,16,70,89,0
67165,2,1,36,40,0
26270,50,17,15,3,1
8538,41,14,38,2,1
20195,45,19,44,18,1
16254,103,2,63,40,1
8104,106,4,46,39,0
9852,9,10,22,57,0
55526,62,8,31,38,0
26919,86,4,48,6,0
92151,47,0,80,35,1
24317,5,13,18,82,1
88808,76,4,97,75,1
33094,1,7,77,19,1
15136,44,13,66,75,1
77375,22,15,38,28,1
97856,38,5,88,93,1
49516,115,7,59,83,0
9687,19,1,10,67,0
95765,80,18,48,65,1
745,31,8,14,46,0
31030,115,4,82,93,1
81935,67,4,60,22,0
30190,87,18,42,5,1
87589,42,3,14,17,1
52242,82,15,78,52,1
26575,26,15,78,21,1
18988,13,15,72,67,1
43832,58,6,4,74,0
81723,18,17,82,34,0
46405,67,0,87,74,0
46137,87,2,28,97,0
9446,3,7,61,8,1
687,55,0,59,30,0
12863,89,6,68,95,0
59265,91,6,21,42,0
69715,58,7,12,98,0
36216,108,18,49,74,1
85851,63,16,46,16,1
91453,91,10,28,50,1
90401,52,14,79,99,1
95748,103,8,99,65,1
25656,89,16,16,23,1
59142,24,10,19,14,0
18199,72,5,77,27,1
45196,9,8,5,2,0
72086,110,17,21,28,1
13330,37,19,8,51,1
29109,94,1,31,53,0
71069,117,3,87,57,1
33966,83,17,32,44,0
84346,53,0,76,76,0
77075,80,10,98,49,1
41955,24,2,69,21,0
81657,108,7,48,51,0
6516,21,4,29,52,0
72616,100,19,15,30,1
56015,40,4,64,70,0
18158,103,10,81,47,0
76737,111,11,85,89,1
40818,62,8,89,30,0
32702,70,12,13,3,1
74758,69,19,55,34,1
78212,14,2,36,96,0
58167,117,12,48,66,1
27616,109,10,77,63,0
88069,42,10,89,82,1
1189,50,19,49,8,1
37446,61,6,35,45,0
74763,4,16,51,82,1
10587,72,15,22,55,0
255,88,13,65,55,1
67594,75,0,70,82,0
76329,17,10,44,25,0
38647,114,12,85,59,1
28895,85,0,27,76,0
55396,57,1,19,85,1
21547,90,8,48,71,0
36698,107,12,56,87,1
41914,48,4,81,89,0
90851,44,8,87,47,1
75430,45,12,96,57,1
98845,91,4,58,62,0
88060,80,14,25,57,1
63378,119,6,18,2,0
55177,90,13,12,6,1
72006,117,15,73,51,1
9628,33,5,61,61,0
93912,31,1,13,1,0
50200,112,15,72,32,1
8279,47,18,10,11,1
48881,6,4,66,47,0
55367,108,3,11,75,0
82479,72,13,34,52,1
24052,71,5,38,73,0
53898,34,7,31,40,0
98796,108,2,13,90,0
51039,53,3,64,81,0
29616,14,0,26,57,0
56626,16,1,59,67,0
10549,43,12,42,22,1
50390,116,8,64,84,0
86761,73,11,54,35,1
73054,74,9,92,93,1
22846,81,9,87,84,0
68090,12,17,80,86,1
58910,70,11,34,20,0
83397,19,15,94,71,1
15323,107,5,31,54,0
72337,41,9,18,55,0
2697,53,14,94,12,1
65777,29,8,38,21,0
2759,70,1,19,6,0
86616,59,17,27,23,1
74667,89,11,2,60,1
15137,64,2,31,4,0
46838,24,6,85,49,0
71778,89,8,57,61,0
12209,16,7,53,54,0
22110,52,5,41,25,0
8887,80,0,14,9,0
8572,6,13,82,10,0
23483,37,15,61,39,1
61809,85,15,30,10,1
69885,4,3,60,93,0
34618,98,5,25,3,0
54009,92,14,68,1,1
18451,38,7,56,76,0
69724,41,0,19,38,0
53430,92,12,65,80,1
15382,81,17,20,22,1
84966,14,17,59,44,1
21878,71,12,62,73,1
24364,86,13,50,76,1
59775,51,10,99,41,0
5175,65,6,91,41,0
76048,93,17,83,28,1
48554,52,3,38,15,0
28465,95,16,99,66,1
72866,30,18,10,99,1
48300,57,13,56,59,1
11102,79,9,2,3,0
14047,82,5,36,99,0
79322,99,17,83,15,1
94940,114,3,95,40,1
78710,30,10,24,5,0
52242,98,12,20,41,1
56407,42,7,79,56,0
4593,11,9,41,27,0
50185,27,10,0,99,0
34328,24,2,22,22,0
79776,99,14,23,75,1
51975,39,7,46,41,0
31755,72,19,88,94,1
43572,115,17,6,11,1
49537,18,0,37,95,0
49516,77,7,46,88,0
59811,45,2,34,63,1
6916,88,0,77,57,1
77275,115,19,61,50,1
64407,87,15,72,28,1
46833,12,8,2,18,1
95128,49,16,19,85,1
11340,94,15,96,87,1
98334,31,5,43,96,0
92593,92,6,31,99,0
98444,22,15,99,44,1
71463,44,7,25,53,1
32862,92,9,47,79,1
8359,64,13,4,65,1
50239,77,10,58,71,0
14949,25,1,60,12,0
81868,108,11,48,93,1
89809,51,19,29,64,1
54969,110,19,16,11,1
63195,7,12,69,70,1
71010,109,14,57,13,1
86810,6,11,62,41,1
23667,24,12,60,98,1
35392,19,7,62,91,0
74913,83,15,14,75,1
97236,100,2,0,47,0
51731,115,12,12,23,1
9985,9,11,47,64,1
59759,112,18,33,16,1
54406,36,1,29,37,0
66414,102,0,18,27,0
65187,40,7,63,32,0
29265,93,8,65,23,1
59029,24,7,56,69,0
67128,48,16,43,84,1
96098,63,8,11,3,0
49912,69,5,39,32,0
50600,53,14,23,9,1
79251,54,12,10,35,1
58743,42,11,65,76,1
45000,119,12,0,99,1
43046,45,6,57,72,0
7951,90,17,27,30,1
16388,14,13,67,3,1
72792,103,10,93,83,0
67680,29,13,58,7,0
7468,116,16,70,26,1
85536,6,1,21,35,0
96236,7,18,89,8,1
46503,37,15,28,42,1
91270,53,9,88,23,1
9268,18,7,73,36,0
86597,87,4,83,40,0
49979,108,6,77,93,0
59971,38,12,96,25,1
